"countyName","year","sex","ageGroup","raceNameShort","population"
"Alameda",2020,"FEMALE","[0,10]","White",29895
"Alameda",2020,"FEMALE","(10,20]","White",24132
"Alameda",2020,"FEMALE","(20,30]","White",32672
"Alameda",2020,"FEMALE","(30,40]","White",38803
"Alameda",2020,"FEMALE","(40,50]","White",33527
"Alameda",2020,"FEMALE","(50,60]","White",39398
"Alameda",2020,"FEMALE","(60,70]","White",41117
"Alameda",2020,"FEMALE","(70,80]","White",27759
"Alameda",2020,"FEMALE","(80,90]","White",11465
"Alameda",2020,"FEMALE","(90,100]","White",2932
"Alameda",2020,"FEMALE","(100,110]","White",28
"Alameda",2020,"FEMALE","[0,10]","Black",9801
"Alameda",2020,"FEMALE","(10,20]","Black",11653
"Alameda",2020,"FEMALE","(20,30]","Black",14801
"Alameda",2020,"FEMALE","(30,40]","Black",13721
"Alameda",2020,"FEMALE","(40,50]","Black",13229
"Alameda",2020,"FEMALE","(50,60]","Black",13886
"Alameda",2020,"FEMALE","(60,70]","Black",12723
"Alameda",2020,"FEMALE","(70,80]","Black",7276
"Alameda",2020,"FEMALE","(80,90]","Black",3092
"Alameda",2020,"FEMALE","(90,100]","Black",762
"Alameda",2020,"FEMALE","(100,110]","Black",6
"Alameda",2020,"FEMALE","[0,10]","AI/AN",352
"Alameda",2020,"FEMALE","(10,20]","AI/AN",259
"Alameda",2020,"FEMALE","(20,30]","AI/AN",302
"Alameda",2020,"FEMALE","(30,40]","AI/AN",434
"Alameda",2020,"FEMALE","(40,50]","AI/AN",301
"Alameda",2020,"FEMALE","(50,60]","AI/AN",368
"Alameda",2020,"FEMALE","(60,70]","AI/AN",288
"Alameda",2020,"FEMALE","(70,80]","AI/AN",221
"Alameda",2020,"FEMALE","(80,90]","AI/AN",58
"Alameda",2020,"FEMALE","(90,100]","AI/AN",12
"Alameda",2020,"FEMALE","(100,110]","AI/AN",1
"Alameda",2020,"FEMALE","[0,10]","Asian",24266
"Alameda",2020,"FEMALE","(10,20]","Asian",25329
"Alameda",2020,"FEMALE","(20,30]","Asian",29164
"Alameda",2020,"FEMALE","(30,40]","Asian",33255
"Alameda",2020,"FEMALE","(40,50]","Asian",36088
"Alameda",2020,"FEMALE","(50,60]","Asian",30955
"Alameda",2020,"FEMALE","(60,70]","Asian",25257
"Alameda",2020,"FEMALE","(70,80]","Asian",15014
"Alameda",2020,"FEMALE","(80,90]","Asian",7889
"Alameda",2020,"FEMALE","(90,100]","Asian",1665
"Alameda",2020,"FEMALE","(100,110]","Asian",18
"Alameda",2020,"FEMALE","[0,10]","NH/PI",763
"Alameda",2020,"FEMALE","(10,20]","NH/PI",909
"Alameda",2020,"FEMALE","(20,30]","NH/PI",1081
"Alameda",2020,"FEMALE","(30,40]","NH/PI",1064
"Alameda",2020,"FEMALE","(40,50]","NH/PI",943
"Alameda",2020,"FEMALE","(50,60]","NH/PI",941
"Alameda",2020,"FEMALE","(60,70]","NH/PI",709
"Alameda",2020,"FEMALE","(70,80]","NH/PI",336
"Alameda",2020,"FEMALE","(80,90]","NH/PI",130
"Alameda",2020,"FEMALE","(90,100]","NH/PI",27
"Alameda",2020,"FEMALE","(100,110]","NH/PI",2
"Alameda",2020,"FEMALE","[0,10]","Multi-Race",7134
"Alameda",2020,"FEMALE","(10,20]","Multi-Race",7243
"Alameda",2020,"FEMALE","(20,30]","Multi-Race",6799
"Alameda",2020,"FEMALE","(30,40]","Multi-Race",4849
"Alameda",2020,"FEMALE","(40,50]","Multi-Race",3684
"Alameda",2020,"FEMALE","(50,60]","Multi-Race",2851
"Alameda",2020,"FEMALE","(60,70]","Multi-Race",2006
"Alameda",2020,"FEMALE","(70,80]","Multi-Race",916
"Alameda",2020,"FEMALE","(80,90]","Multi-Race",382
"Alameda",2020,"FEMALE","(90,100]","Multi-Race",73
"Alameda",2020,"FEMALE","(100,110]","Multi-Race",0
"Alameda",2020,"FEMALE","[0,10]","Latino",28509
"Alameda",2020,"FEMALE","(10,20]","Latino",31904
"Alameda",2020,"FEMALE","(20,30]","Latino",32242
"Alameda",2020,"FEMALE","(30,40]","Latino",28993
"Alameda",2020,"FEMALE","(40,50]","Latino",26540
"Alameda",2020,"FEMALE","(50,60]","Latino",20012
"Alameda",2020,"FEMALE","(60,70]","Latino",12724
"Alameda",2020,"FEMALE","(70,80]","Latino",6434
"Alameda",2020,"FEMALE","(80,90]","Latino",3032
"Alameda",2020,"FEMALE","(90,100]","Latino",621
"Alameda",2020,"FEMALE","(100,110]","Latino",1
"Alameda",2020,"MALE","[0,10]","White",30984
"Alameda",2020,"MALE","(10,20]","White",25581
"Alameda",2020,"MALE","(20,30]","White",33101
"Alameda",2020,"MALE","(30,40]","White",39069
"Alameda",2020,"MALE","(40,50]","White",34533
"Alameda",2020,"MALE","(50,60]","White",40926
"Alameda",2020,"MALE","(60,70]","White",39764
"Alameda",2020,"MALE","(70,80]","White",24696
"Alameda",2020,"MALE","(80,90]","White",8008
"Alameda",2020,"MALE","(90,100]","White",1172
"Alameda",2020,"MALE","(100,110]","White",9
"Alameda",2020,"MALE","[0,10]","Black",10252
"Alameda",2020,"MALE","(10,20]","Black",12570
"Alameda",2020,"MALE","(20,30]","Black",15380
"Alameda",2020,"MALE","(30,40]","Black",12119
"Alameda",2020,"MALE","(40,50]","Black",11184
"Alameda",2020,"MALE","(50,60]","Black",12176
"Alameda",2020,"MALE","(60,70]","Black",9952
"Alameda",2020,"MALE","(70,80]","Black",5219
"Alameda",2020,"MALE","(80,90]","Black",1731
"Alameda",2020,"MALE","(90,100]","Black",266
"Alameda",2020,"MALE","(100,110]","Black",2
"Alameda",2020,"MALE","[0,10]","AI/AN",333
"Alameda",2020,"MALE","(10,20]","AI/AN",255
"Alameda",2020,"MALE","(20,30]","AI/AN",328
"Alameda",2020,"MALE","(30,40]","AI/AN",314
"Alameda",2020,"MALE","(40,50]","AI/AN",277
"Alameda",2020,"MALE","(50,60]","AI/AN",300
"Alameda",2020,"MALE","(60,70]","AI/AN",253
"Alameda",2020,"MALE","(70,80]","AI/AN",152
"Alameda",2020,"MALE","(80,90]","AI/AN",36
"Alameda",2020,"MALE","(90,100]","AI/AN",2
"Alameda",2020,"MALE","(100,110]","AI/AN",0
"Alameda",2020,"MALE","[0,10]","Asian",25154
"Alameda",2020,"MALE","(10,20]","Asian",26578
"Alameda",2020,"MALE","(20,30]","Asian",29894
"Alameda",2020,"MALE","(30,40]","Asian",30258
"Alameda",2020,"MALE","(40,50]","Asian",32228
"Alameda",2020,"MALE","(50,60]","Asian",28062
"Alameda",2020,"MALE","(60,70]","Asian",21916
"Alameda",2020,"MALE","(70,80]","Asian",11945
"Alameda",2020,"MALE","(80,90]","Asian",5432
"Alameda",2020,"MALE","(90,100]","Asian",897
"Alameda",2020,"MALE","(100,110]","Asian",7
"Alameda",2020,"MALE","[0,10]","NH/PI",759
"Alameda",2020,"MALE","(10,20]","NH/PI",926
"Alameda",2020,"MALE","(20,30]","NH/PI",1078
"Alameda",2020,"MALE","(30,40]","NH/PI",1019
"Alameda",2020,"MALE","(40,50]","NH/PI",900
"Alameda",2020,"MALE","(50,60]","NH/PI",822
"Alameda",2020,"MALE","(60,70]","NH/PI",641
"Alameda",2020,"MALE","(70,80]","NH/PI",321
"Alameda",2020,"MALE","(80,90]","NH/PI",77
"Alameda",2020,"MALE","(90,100]","NH/PI",17
"Alameda",2020,"MALE","(100,110]","NH/PI",0
"Alameda",2020,"MALE","[0,10]","Multi-Race",7476
"Alameda",2020,"MALE","(10,20]","Multi-Race",7525
"Alameda",2020,"MALE","(20,30]","Multi-Race",6701
"Alameda",2020,"MALE","(30,40]","Multi-Race",4157
"Alameda",2020,"MALE","(40,50]","Multi-Race",3075
"Alameda",2020,"MALE","(50,60]","Multi-Race",2581
"Alameda",2020,"MALE","(60,70]","Multi-Race",1767
"Alameda",2020,"MALE","(70,80]","Multi-Race",781
"Alameda",2020,"MALE","(80,90]","Multi-Race",239
"Alameda",2020,"MALE","(90,100]","Multi-Race",22
"Alameda",2020,"MALE","(100,110]","Multi-Race",0
"Alameda",2020,"MALE","[0,10]","Latino",29731
"Alameda",2020,"MALE","(10,20]","Latino",33614
"Alameda",2020,"MALE","(20,30]","Latino",33924
"Alameda",2020,"MALE","(30,40]","Latino",32368
"Alameda",2020,"MALE","(40,50]","Latino",29438
"Alameda",2020,"MALE","(50,60]","Latino",21267
"Alameda",2020,"MALE","(60,70]","Latino",11881
"Alameda",2020,"MALE","(70,80]","Latino",5146
"Alameda",2020,"MALE","(80,90]","Latino",1937
"Alameda",2020,"MALE","(90,100]","Latino",319
"Alameda",2020,"MALE","(100,110]","Latino",3
"Alameda",2021,"FEMALE","[0,10]","White",30234
"Alameda",2021,"FEMALE","(10,20]","White",24139
"Alameda",2021,"FEMALE","(20,30]","White",32617
"Alameda",2021,"FEMALE","(30,40]","White",38603
"Alameda",2021,"FEMALE","(40,50]","White",33176
"Alameda",2021,"FEMALE","(50,60]","White",38528
"Alameda",2021,"FEMALE","(60,70]","White",41164
"Alameda",2021,"FEMALE","(70,80]","White",29196
"Alameda",2021,"FEMALE","(80,90]","White",11840
"Alameda",2021,"FEMALE","(90,100]","White",3110
"Alameda",2021,"FEMALE","(100,110]","White",21
"Alameda",2021,"FEMALE","[0,10]","Black",9732
"Alameda",2021,"FEMALE","(10,20]","Black",11632
"Alameda",2021,"FEMALE","(20,30]","Black",14630
"Alameda",2021,"FEMALE","(30,40]","Black",13577
"Alameda",2021,"FEMALE","(40,50]","Black",13062
"Alameda",2021,"FEMALE","(50,60]","Black",13779
"Alameda",2021,"FEMALE","(60,70]","Black",12889
"Alameda",2021,"FEMALE","(70,80]","Black",7794
"Alameda",2021,"FEMALE","(80,90]","Black",3228
"Alameda",2021,"FEMALE","(90,100]","Black",804
"Alameda",2021,"FEMALE","(100,110]","Black",3
"Alameda",2021,"FEMALE","[0,10]","AI/AN",342
"Alameda",2021,"FEMALE","(10,20]","AI/AN",274
"Alameda",2021,"FEMALE","(20,30]","AI/AN",305
"Alameda",2021,"FEMALE","(30,40]","AI/AN",435
"Alameda",2021,"FEMALE","(40,50]","AI/AN",307
"Alameda",2021,"FEMALE","(50,60]","AI/AN",354
"Alameda",2021,"FEMALE","(60,70]","AI/AN",309
"Alameda",2021,"FEMALE","(70,80]","AI/AN",214
"Alameda",2021,"FEMALE","(80,90]","AI/AN",75
"Alameda",2021,"FEMALE","(90,100]","AI/AN",11
"Alameda",2021,"FEMALE","(100,110]","AI/AN",1
"Alameda",2021,"FEMALE","[0,10]","Asian",23740
"Alameda",2021,"FEMALE","(10,20]","Asian",25203
"Alameda",2021,"FEMALE","(20,30]","Asian",28994
"Alameda",2021,"FEMALE","(30,40]","Asian",32859
"Alameda",2021,"FEMALE","(40,50]","Asian",35830
"Alameda",2021,"FEMALE","(50,60]","Asian",31318
"Alameda",2021,"FEMALE","(60,70]","Asian",25604
"Alameda",2021,"FEMALE","(70,80]","Asian",15886
"Alameda",2021,"FEMALE","(80,90]","Asian",8071
"Alameda",2021,"FEMALE","(90,100]","Asian",1826
"Alameda",2021,"FEMALE","(100,110]","Asian",27
"Alameda",2021,"FEMALE","[0,10]","NH/PI",740
"Alameda",2021,"FEMALE","(10,20]","NH/PI",898
"Alameda",2021,"FEMALE","(20,30]","NH/PI",1090
"Alameda",2021,"FEMALE","(30,40]","NH/PI",1034
"Alameda",2021,"FEMALE","(40,50]","NH/PI",938
"Alameda",2021,"FEMALE","(50,60]","NH/PI",945
"Alameda",2021,"FEMALE","(60,70]","NH/PI",744
"Alameda",2021,"FEMALE","(70,80]","NH/PI",360
"Alameda",2021,"FEMALE","(80,90]","NH/PI",141
"Alameda",2021,"FEMALE","(90,100]","NH/PI",26
"Alameda",2021,"FEMALE","(100,110]","NH/PI",2
"Alameda",2021,"FEMALE","[0,10]","Multi-Race",7057
"Alameda",2021,"FEMALE","(10,20]","Multi-Race",7371
"Alameda",2021,"FEMALE","(20,30]","Multi-Race",6966
"Alameda",2021,"FEMALE","(30,40]","Multi-Race",4925
"Alameda",2021,"FEMALE","(40,50]","Multi-Race",3743
"Alameda",2021,"FEMALE","(50,60]","Multi-Race",2939
"Alameda",2021,"FEMALE","(60,70]","Multi-Race",2042
"Alameda",2021,"FEMALE","(70,80]","Multi-Race",995
"Alameda",2021,"FEMALE","(80,90]","Multi-Race",388
"Alameda",2021,"FEMALE","(90,100]","Multi-Race",77
"Alameda",2021,"FEMALE","(100,110]","Multi-Race",1
"Alameda",2021,"FEMALE","[0,10]","Latino",27431
"Alameda",2021,"FEMALE","(10,20]","Latino",31976
"Alameda",2021,"FEMALE","(20,30]","Latino",32832
"Alameda",2021,"FEMALE","(30,40]","Latino",28493
"Alameda",2021,"FEMALE","(40,50]","Latino",26890
"Alameda",2021,"FEMALE","(50,60]","Latino",20605
"Alameda",2021,"FEMALE","(60,70]","Latino",13275
"Alameda",2021,"FEMALE","(70,80]","Latino",6779
"Alameda",2021,"FEMALE","(80,90]","Latino",3165
"Alameda",2021,"FEMALE","(90,100]","Latino",679
"Alameda",2021,"FEMALE","(100,110]","Latino",0
"Alameda",2021,"MALE","[0,10]","White",31360
"Alameda",2021,"MALE","(10,20]","White",25563
"Alameda",2021,"MALE","(20,30]","White",33030
"Alameda",2021,"MALE","(30,40]","White",38770
"Alameda",2021,"MALE","(40,50]","White",33951
"Alameda",2021,"MALE","(50,60]","White",40089
"Alameda",2021,"MALE","(60,70]","White",40023
"Alameda",2021,"MALE","(70,80]","White",26009
"Alameda",2021,"MALE","(80,90]","White",8471
"Alameda",2021,"MALE","(90,100]","White",1295
"Alameda",2021,"MALE","(100,110]","White",5
"Alameda",2021,"MALE","[0,10]","Black",10259
"Alameda",2021,"MALE","(10,20]","Black",12460
"Alameda",2021,"MALE","(20,30]","Black",15345
"Alameda",2021,"MALE","(30,40]","Black",12180
"Alameda",2021,"MALE","(40,50]","Black",11029
"Alameda",2021,"MALE","(50,60]","Black",12004
"Alameda",2021,"MALE","(60,70]","Black",10175
"Alameda",2021,"MALE","(70,80]","Black",5619
"Alameda",2021,"MALE","(80,90]","Black",1859
"Alameda",2021,"MALE","(90,100]","Black",285
"Alameda",2021,"MALE","(100,110]","Black",1
"Alameda",2021,"MALE","[0,10]","AI/AN",339
"Alameda",2021,"MALE","(10,20]","AI/AN",284
"Alameda",2021,"MALE","(20,30]","AI/AN",309
"Alameda",2021,"MALE","(30,40]","AI/AN",320
"Alameda",2021,"MALE","(40,50]","AI/AN",283
"Alameda",2021,"MALE","(50,60]","AI/AN",301
"Alameda",2021,"MALE","(60,70]","AI/AN",261
"Alameda",2021,"MALE","(70,80]","AI/AN",142
"Alameda",2021,"MALE","(80,90]","AI/AN",51
"Alameda",2021,"MALE","(90,100]","AI/AN",3
"Alameda",2021,"MALE","(100,110]","AI/AN",0
"Alameda",2021,"MALE","[0,10]","Asian",24687
"Alameda",2021,"MALE","(10,20]","Asian",26503
"Alameda",2021,"MALE","(20,30]","Asian",29694
"Alameda",2021,"MALE","(30,40]","Asian",30227
"Alameda",2021,"MALE","(40,50]","Asian",31798
"Alameda",2021,"MALE","(50,60]","Asian",28398
"Alameda",2021,"MALE","(60,70]","Asian",22250
"Alameda",2021,"MALE","(70,80]","Asian",12691
"Alameda",2021,"MALE","(80,90]","Asian",5592
"Alameda",2021,"MALE","(90,100]","Asian",974
"Alameda",2021,"MALE","(100,110]","Asian",8
"Alameda",2021,"MALE","[0,10]","NH/PI",762
"Alameda",2021,"MALE","(10,20]","NH/PI",882
"Alameda",2021,"MALE","(20,30]","NH/PI",1108
"Alameda",2021,"MALE","(30,40]","NH/PI",971
"Alameda",2021,"MALE","(40,50]","NH/PI",904
"Alameda",2021,"MALE","(50,60]","NH/PI",826
"Alameda",2021,"MALE","(60,70]","NH/PI",647
"Alameda",2021,"MALE","(70,80]","NH/PI",355
"Alameda",2021,"MALE","(80,90]","NH/PI",85
"Alameda",2021,"MALE","(90,100]","NH/PI",16
"Alameda",2021,"MALE","(100,110]","NH/PI",0
"Alameda",2021,"MALE","[0,10]","Multi-Race",7334
"Alameda",2021,"MALE","(10,20]","Multi-Race",7746
"Alameda",2021,"MALE","(20,30]","Multi-Race",6850
"Alameda",2021,"MALE","(30,40]","Multi-Race",4287
"Alameda",2021,"MALE","(40,50]","Multi-Race",3061
"Alameda",2021,"MALE","(50,60]","Multi-Race",2609
"Alameda",2021,"MALE","(60,70]","Multi-Race",1861
"Alameda",2021,"MALE","(70,80]","Multi-Race",861
"Alameda",2021,"MALE","(80,90]","Multi-Race",238
"Alameda",2021,"MALE","(90,100]","Multi-Race",27
"Alameda",2021,"MALE","(100,110]","Multi-Race",0
"Alameda",2021,"MALE","[0,10]","Latino",28845
"Alameda",2021,"MALE","(10,20]","Latino",33433
"Alameda",2021,"MALE","(20,30]","Latino",34406
"Alameda",2021,"MALE","(30,40]","Latino",31581
"Alameda",2021,"MALE","(40,50]","Latino",29891
"Alameda",2021,"MALE","(50,60]","Latino",22099
"Alameda",2021,"MALE","(60,70]","Latino",12642
"Alameda",2021,"MALE","(70,80]","Latino",5465
"Alameda",2021,"MALE","(80,90]","Latino",2017
"Alameda",2021,"MALE","(90,100]","Latino",336
"Alameda",2021,"MALE","(100,110]","Latino",2
"Alameda",2022,"FEMALE","[0,10]","White",30017
"Alameda",2022,"FEMALE","(10,20]","White",24846
"Alameda",2022,"FEMALE","(20,30]","White",32680
"Alameda",2022,"FEMALE","(30,40]","White",38603
"Alameda",2022,"FEMALE","(40,50]","White",33074
"Alameda",2022,"FEMALE","(50,60]","White",37623
"Alameda",2022,"FEMALE","(60,70]","White",41283
"Alameda",2022,"FEMALE","(70,80]","White",30595
"Alameda",2022,"FEMALE","(80,90]","White",12311
"Alameda",2022,"FEMALE","(90,100]","White",3226
"Alameda",2022,"FEMALE","(100,110]","White",15
"Alameda",2022,"FEMALE","[0,10]","Black",9540
"Alameda",2022,"FEMALE","(10,20]","Black",11552
"Alameda",2022,"FEMALE","(20,30]","Black",14611
"Alameda",2022,"FEMALE","(30,40]","Black",13604
"Alameda",2022,"FEMALE","(40,50]","Black",12984
"Alameda",2022,"FEMALE","(50,60]","Black",13591
"Alameda",2022,"FEMALE","(60,70]","Black",13067
"Alameda",2022,"FEMALE","(70,80]","Black",8278
"Alameda",2022,"FEMALE","(80,90]","Black",3393
"Alameda",2022,"FEMALE","(90,100]","Black",787
"Alameda",2022,"FEMALE","(100,110]","Black",7
"Alameda",2022,"FEMALE","[0,10]","AI/AN",344
"Alameda",2022,"FEMALE","(10,20]","AI/AN",290
"Alameda",2022,"FEMALE","(20,30]","AI/AN",317
"Alameda",2022,"FEMALE","(30,40]","AI/AN",419
"Alameda",2022,"FEMALE","(40,50]","AI/AN",320
"Alameda",2022,"FEMALE","(50,60]","AI/AN",350
"Alameda",2022,"FEMALE","(60,70]","AI/AN",318
"Alameda",2022,"FEMALE","(70,80]","AI/AN",212
"Alameda",2022,"FEMALE","(80,90]","AI/AN",85
"Alameda",2022,"FEMALE","(90,100]","AI/AN",17
"Alameda",2022,"FEMALE","(100,110]","AI/AN",0
"Alameda",2022,"FEMALE","[0,10]","Asian",23519
"Alameda",2022,"FEMALE","(10,20]","Asian",24907
"Alameda",2022,"FEMALE","(20,30]","Asian",29089
"Alameda",2022,"FEMALE","(30,40]","Asian",32579
"Alameda",2022,"FEMALE","(40,50]","Asian",35616
"Alameda",2022,"FEMALE","(50,60]","Asian",31880
"Alameda",2022,"FEMALE","(60,70]","Asian",25895
"Alameda",2022,"FEMALE","(70,80]","Asian",16774
"Alameda",2022,"FEMALE","(80,90]","Asian",8226
"Alameda",2022,"FEMALE","(90,100]","Asian",1952
"Alameda",2022,"FEMALE","(100,110]","Asian",31
"Alameda",2022,"FEMALE","[0,10]","NH/PI",720
"Alameda",2022,"FEMALE","(10,20]","NH/PI",881
"Alameda",2022,"FEMALE","(20,30]","NH/PI",1100
"Alameda",2022,"FEMALE","(30,40]","NH/PI",1028
"Alameda",2022,"FEMALE","(40,50]","NH/PI",940
"Alameda",2022,"FEMALE","(50,60]","NH/PI",912
"Alameda",2022,"FEMALE","(60,70]","NH/PI",777
"Alameda",2022,"FEMALE","(70,80]","NH/PI",383
"Alameda",2022,"FEMALE","(80,90]","NH/PI",144
"Alameda",2022,"FEMALE","(90,100]","NH/PI",30
"Alameda",2022,"FEMALE","(100,110]","NH/PI",2
"Alameda",2022,"FEMALE","[0,10]","Multi-Race",7157
"Alameda",2022,"FEMALE","(10,20]","Multi-Race",7186
"Alameda",2022,"FEMALE","(20,30]","Multi-Race",7277
"Alameda",2022,"FEMALE","(30,40]","Multi-Race",5006
"Alameda",2022,"FEMALE","(40,50]","Multi-Race",3831
"Alameda",2022,"FEMALE","(50,60]","Multi-Race",2992
"Alameda",2022,"FEMALE","(60,70]","Multi-Race",2149
"Alameda",2022,"FEMALE","(70,80]","Multi-Race",1058
"Alameda",2022,"FEMALE","(80,90]","Multi-Race",403
"Alameda",2022,"FEMALE","(90,100]","Multi-Race",84
"Alameda",2022,"FEMALE","(100,110]","Multi-Race",1
"Alameda",2022,"FEMALE","[0,10]","Latino",26904
"Alameda",2022,"FEMALE","(10,20]","Latino",31826
"Alameda",2022,"FEMALE","(20,30]","Latino",33304
"Alameda",2022,"FEMALE","(30,40]","Latino",28188
"Alameda",2022,"FEMALE","(40,50]","Latino",27329
"Alameda",2022,"FEMALE","(50,60]","Latino",21043
"Alameda",2022,"FEMALE","(60,70]","Latino",13980
"Alameda",2022,"FEMALE","(70,80]","Latino",7178
"Alameda",2022,"FEMALE","(80,90]","Latino",3205
"Alameda",2022,"FEMALE","(90,100]","Latino",724
"Alameda",2022,"FEMALE","(100,110]","Latino",0
"Alameda",2022,"MALE","[0,10]","White",31344
"Alameda",2022,"MALE","(10,20]","White",26289
"Alameda",2022,"MALE","(20,30]","White",33074
"Alameda",2022,"MALE","(30,40]","White",38568
"Alameda",2022,"MALE","(40,50]","White",33782
"Alameda",2022,"MALE","(50,60]","White",39181
"Alameda",2022,"MALE","(60,70]","White",40517
"Alameda",2022,"MALE","(70,80]","White",27174
"Alameda",2022,"MALE","(80,90]","White",8947
"Alameda",2022,"MALE","(90,100]","White",1399
"Alameda",2022,"MALE","(100,110]","White",4
"Alameda",2022,"MALE","[0,10]","Black",10303
"Alameda",2022,"MALE","(10,20]","Black",12329
"Alameda",2022,"MALE","(20,30]","Black",15439
"Alameda",2022,"MALE","(30,40]","Black",12348
"Alameda",2022,"MALE","(40,50]","Black",11035
"Alameda",2022,"MALE","(50,60]","Black",11840
"Alameda",2022,"MALE","(60,70]","Black",10424
"Alameda",2022,"MALE","(70,80]","Black",5887
"Alameda",2022,"MALE","(80,90]","Black",1981
"Alameda",2022,"MALE","(90,100]","Black",283
"Alameda",2022,"MALE","(100,110]","Black",0
"Alameda",2022,"MALE","[0,10]","AI/AN",354
"Alameda",2022,"MALE","(10,20]","AI/AN",262
"Alameda",2022,"MALE","(20,30]","AI/AN",342
"Alameda",2022,"MALE","(30,40]","AI/AN",323
"Alameda",2022,"MALE","(40,50]","AI/AN",281
"Alameda",2022,"MALE","(50,60]","AI/AN",278
"Alameda",2022,"MALE","(60,70]","AI/AN",267
"Alameda",2022,"MALE","(70,80]","AI/AN",152
"Alameda",2022,"MALE","(80,90]","AI/AN",50
"Alameda",2022,"MALE","(90,100]","AI/AN",5
"Alameda",2022,"MALE","(100,110]","AI/AN",0
"Alameda",2022,"MALE","[0,10]","Asian",24448
"Alameda",2022,"MALE","(10,20]","Asian",26102
"Alameda",2022,"MALE","(20,30]","Asian",29992
"Alameda",2022,"MALE","(30,40]","Asian",30324
"Alameda",2022,"MALE","(40,50]","Asian",31388
"Alameda",2022,"MALE","(50,60]","Asian",28876
"Alameda",2022,"MALE","(60,70]","Asian",22625
"Alameda",2022,"MALE","(70,80]","Asian",13347
"Alameda",2022,"MALE","(80,90]","Asian",5738
"Alameda",2022,"MALE","(90,100]","Asian",992
"Alameda",2022,"MALE","(100,110]","Asian",18
"Alameda",2022,"MALE","[0,10]","NH/PI",773
"Alameda",2022,"MALE","(10,20]","NH/PI",870
"Alameda",2022,"MALE","(20,30]","NH/PI",1121
"Alameda",2022,"MALE","(30,40]","NH/PI",934
"Alameda",2022,"MALE","(40,50]","NH/PI",941
"Alameda",2022,"MALE","(50,60]","NH/PI",827
"Alameda",2022,"MALE","(60,70]","NH/PI",659
"Alameda",2022,"MALE","(70,80]","NH/PI",392
"Alameda",2022,"MALE","(80,90]","NH/PI",92
"Alameda",2022,"MALE","(90,100]","NH/PI",18
"Alameda",2022,"MALE","(100,110]","NH/PI",0
"Alameda",2022,"MALE","[0,10]","Multi-Race",7399
"Alameda",2022,"MALE","(10,20]","Multi-Race",7684
"Alameda",2022,"MALE","(20,30]","Multi-Race",7127
"Alameda",2022,"MALE","(30,40]","Multi-Race",4387
"Alameda",2022,"MALE","(40,50]","Multi-Race",3164
"Alameda",2022,"MALE","(50,60]","Multi-Race",2614
"Alameda",2022,"MALE","(60,70]","Multi-Race",1963
"Alameda",2022,"MALE","(70,80]","Multi-Race",923
"Alameda",2022,"MALE","(80,90]","Multi-Race",245
"Alameda",2022,"MALE","(90,100]","Multi-Race",29
"Alameda",2022,"MALE","(100,110]","Multi-Race",0
"Alameda",2022,"MALE","[0,10]","Latino",28275
"Alameda",2022,"MALE","(10,20]","Latino",33383
"Alameda",2022,"MALE","(20,30]","Latino",34979
"Alameda",2022,"MALE","(30,40]","Latino",31017
"Alameda",2022,"MALE","(40,50]","Latino",30286
"Alameda",2022,"MALE","(50,60]","Latino",22979
"Alameda",2022,"MALE","(60,70]","Latino",13326
"Alameda",2022,"MALE","(70,80]","Latino",5806
"Alameda",2022,"MALE","(80,90]","Latino",2080
"Alameda",2022,"MALE","(90,100]","Latino",362
"Alameda",2022,"MALE","(100,110]","Latino",2
"Alpine",2020,"FEMALE","[0,10]","White",13
"Alpine",2020,"FEMALE","(10,20]","White",43
"Alpine",2020,"FEMALE","(20,30]","White",31
"Alpine",2020,"FEMALE","(30,40]","White",28
"Alpine",2020,"FEMALE","(40,50]","White",31
"Alpine",2020,"FEMALE","(50,60]","White",70
"Alpine",2020,"FEMALE","(60,70]","White",76
"Alpine",2020,"FEMALE","(70,80]","White",58
"Alpine",2020,"FEMALE","(80,90]","White",19
"Alpine",2020,"FEMALE","(90,100]","White",4
"Alpine",2020,"FEMALE","(100,110]","White",0
"Alpine",2020,"FEMALE","[0,10]","Black",0
"Alpine",2020,"FEMALE","(10,20]","Black",0
"Alpine",2020,"FEMALE","(20,30]","Black",0
"Alpine",2020,"FEMALE","(30,40]","Black",0
"Alpine",2020,"FEMALE","(40,50]","Black",0
"Alpine",2020,"FEMALE","(50,60]","Black",0
"Alpine",2020,"FEMALE","(60,70]","Black",0
"Alpine",2020,"FEMALE","(70,80]","Black",0
"Alpine",2020,"FEMALE","(80,90]","Black",0
"Alpine",2020,"FEMALE","(90,100]","Black",0
"Alpine",2020,"FEMALE","(100,110]","Black",0
"Alpine",2020,"FEMALE","[0,10]","AI/AN",7
"Alpine",2020,"FEMALE","(10,20]","AI/AN",26
"Alpine",2020,"FEMALE","(20,30]","AI/AN",22
"Alpine",2020,"FEMALE","(30,40]","AI/AN",10
"Alpine",2020,"FEMALE","(40,50]","AI/AN",13
"Alpine",2020,"FEMALE","(50,60]","AI/AN",13
"Alpine",2020,"FEMALE","(60,70]","AI/AN",16
"Alpine",2020,"FEMALE","(70,80]","AI/AN",4
"Alpine",2020,"FEMALE","(80,90]","AI/AN",3
"Alpine",2020,"FEMALE","(90,100]","AI/AN",1
"Alpine",2020,"FEMALE","(100,110]","AI/AN",0
"Alpine",2020,"FEMALE","[0,10]","Asian",0
