"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe","state","zip"
"0695965","ZCTA5 95965","B01001_001",20498,1001,20498,1001,"06","95965"
"0695966","ZCTA5 95966","B01001_001",29860,1144,29860,1144,"06","95966"
"0695968","ZCTA5 95968","B01001_001",1231,333,1231,333,"06","95968"
"0695969","ZCTA5 95969","B01001_001",23572,482,23572,482,"06","95969"
"0695970","ZCTA5 95970","B01001_001",616,169,616,169,"06","95970"
"0695971","ZCTA5 95971","B01001_001",5924,493,5924,493,"06","95971"
"0695973","ZCTA5 95973","B01001_001",36682,1545,36682,1545,"06","95973"
"0695974","ZCTA5 95974","B01001_001",65,100,65,100,"06","95974"
"0695975","ZCTA5 95975","B01001_001",1877,483,1877,483,"06","95975"
"0695977","ZCTA5 95977","B01001_001",1488,482,1488,482,"06","95977"
"0695978","ZCTA5 95978","B01001_001",245,177,245,177,"06","95978"
"0695979","ZCTA5 95979","B01001_001",414,108,414,108,"06","95979"
"0695981","ZCTA5 95981","B01001_001",39,58,39,58,"06","95981"
"0695982","ZCTA5 95982","B01001_001",3259,255,3259,255,"06","95982"
"0695983","ZCTA5 95983","B01001_001",380,246,380,246,"06","95983"
"0695984","ZCTA5 95984","B01001_001",327,289,327,289,"06","95984"
"0695986","ZCTA5 95986","B01001_001",56,51,56,51,"06","95986"
"0695987","ZCTA5 95987","B01001_001",5950,193,5950,193,"06","95987"
"0695988","ZCTA5 95988","B01001_001",8298,385,8298,385,"06","95988"
"0695991","ZCTA5 95991","B01001_001",40861,890,40861,890,"06","95991"
"0695993","ZCTA5 95993","B01001_001",37077,856,37077,856,"06","95993"
"0696001","ZCTA5 96001","B01001_001",34293,1121,34293,1121,"06","96001"
"0696002","ZCTA5 96002","B01001_001",34196,1102,34196,1102,"06","96002"
"0696003","ZCTA5 96003","B01001_001",44328,1297,44328,1297,"06","96003"
"0696006","ZCTA5 96006","B01001_001",389,112,389,112,"06","96006"
"0696007","ZCTA5 96007","B01001_001",23228,946,23228,946,"06","96007"
"0696008","ZCTA5 96008","B01001_001",1191,367,1191,367,"06","96008"
"0696009","ZCTA5 96009","B01001_001",321,135,321,135,"06","96009"
"0696010","ZCTA5 96010","B01001_001",122,72,122,72,"06","96010"
"0696011","ZCTA5 96011","B01001_001",199,87,199,87,"06","96011"
"0696013","ZCTA5 96013","B01001_001",4819,409,4819,409,"06","96013"
"0696014","ZCTA5 96014","B01001_001",135,101,135,101,"06","96014"
"0696015","ZCTA5 96015","B01001_001",320,110,320,110,"06","96015"
"0696016","ZCTA5 96016","B01001_001",424,224,424,224,"06","96016"
"0696017","ZCTA5 96017","B01001_001",140,43,140,43,"06","96017"
"0696019","ZCTA5 96019","B01001_001",10178,37,10178,37,"06","96019"
"0696020","ZCTA5 96020","B01001_001",2369,346,2369,346,"06","96020"
"0696021","ZCTA5 96021","B01001_001",16017,862,16017,862,"06","96021"
"0696022","ZCTA5 96022","B01001_001",16253,1095,16253,1095,"06","96022"
"0696023","ZCTA5 96023","B01001_001",1184,199,1184,199,"06","96023"
"0696024","ZCTA5 96024","B01001_001",846,210,846,210,"06","96024"
"0696025","ZCTA5 96025","B01001_001",2126,180,2126,180,"06","96025"
"0696027","ZCTA5 96027","B01001_001",2327,336,2327,336,"06","96027"
"0696028","ZCTA5 96028","B01001_001",1368,344,1368,344,"06","96028"
"0696029","ZCTA5 96029","B01001_001",167,63,167,63,"06","96029"
"0696031","ZCTA5 96031","B01001_001",133,55,133,55,"06","96031"
"0696032","ZCTA5 96032","B01001_001",2653,283,2653,283,"06","96032"
"0696033","ZCTA5 96033","B01001_001",490,95,490,95,"06","96033"
"0696034","ZCTA5 96034","B01001_001",279,82,279,82,"06","96034"
"0696035","ZCTA5 96035","B01001_001",3629,554,3629,554,"06","96035"
"0696037","ZCTA5 96037","B01001_001",279,170,279,170,"06","96037"
"0696038","ZCTA5 96038","B01001_001",732,189,732,189,"06","96038"
"0696039","ZCTA5 96039","B01001_001",904,166,904,166,"06","96039"
"0696040","ZCTA5 96040","B01001_001",124,65,124,65,"06","96040"
"0696041","ZCTA5 96041","B01001_001",2934,380,2934,380,"06","96041"
"0696044","ZCTA5 96044","B01001_001",963,131,963,131,"06","96044"
"0696046","ZCTA5 96046","B01001_001",115,124,115,124,"06","96046"
"0696047","ZCTA5 96047","B01001_001",849,189,849,189,"06","96047"
"0696048","ZCTA5 96048","B01001_001",730,145,730,145,"06","96048"
"0696049","ZCTA5 96049","B01001_001",90,76,90,76,"06","96049"
"0696050","ZCTA5 96050","B01001_001",381,90,381,90,"06","96050"
"0696051","ZCTA5 96051","B01001_001",1358,236,1358,236,"06","96051"
"0696052","ZCTA5 96052","B01001_001",1574,279,1574,279,"06","96052"
"0696054","ZCTA5 96054","B01001_001",319,119,319,119,"06","96054"
"0696055","ZCTA5 96055","B01001_001",3866,495,3866,495,"06","96055"
"0696056","ZCTA5 96056","B01001_001",1530,371,1530,371,"06","96056"
"0696057","ZCTA5 96057","B01001_001",1235,173,1235,173,"06","96057"
"0696058","ZCTA5 96058","B01001_001",553,164,553,164,"06","96058"
"0696059","ZCTA5 96059","B01001_001",542,238,542,238,"06","96059"
"0696061","ZCTA5 96061","B01001_001",21,31,21,31,"06","96061"
"0696062","ZCTA5 96062","B01001_001",1042,147,1042,147,"06","96062"
"0696063","ZCTA5 96063","B01001_001",359,275,359,275,"06","96063"
"0696064","ZCTA5 96064","B01001_001",4533,281,4533,281,"06","96064"
"0696065","ZCTA5 96065","B01001_001",403,136,403,136,"06","96065"
"0696067","ZCTA5 96067","B01001_001",7094,553,7094,553,"06","96067"
"0696068","ZCTA5 96068","B01001_001",204,81,204,81,"06","96068"
"0696069","ZCTA5 96069","B01001_001",800,178,800,178,"06","96069"
"0696071","ZCTA5 96071","B01001_001",31,36,31,36,"06","96071"
"0696073","ZCTA5 96073","B01001_001",3980,469,3980,469,"06","96073"
"0696074","ZCTA5 96074","B01001_001",164,74,164,74,"06","96074"
"0696075","ZCTA5 96075","B01001_001",350,114,350,114,"06","96075"
"0696076","ZCTA5 96076","B01001_001",284,122,284,122,"06","96076"
"0696080","ZCTA5 96080","B01001_001",29139,803,29139,803,"06","96080"
"0696084","ZCTA5 96084","B01001_001",536,198,536,198,"06","96084"
"0696085","ZCTA5 96085","B01001_001",54,34,54,34,"06","96085"
"0696086","ZCTA5 96086","B01001_001",278,57,278,57,"06","96086"
"0696087","ZCTA5 96087","B01001_001",544,234,544,234,"06","96087"
"0696088","ZCTA5 96088","B01001_001",4690,409,4690,409,"06","96088"
"0696090","ZCTA5 96090","B01001_001",481,131,481,131,"06","96090"
"0696091","ZCTA5 96091","B01001_001",618,144,618,144,"06","96091"
"0696092","ZCTA5 96092","B01001_001",343,109,343,109,"06","96092"
"0696093","ZCTA5 96093","B01001_001",3570,390,3570,390,"06","96093"
"0696094","ZCTA5 96094","B01001_001",6611,423,6611,423,"06","96094"
"0696096","ZCTA5 96096","B01001_001",703,145,703,145,"06","96096"
"0696097","ZCTA5 96097","B01001_001",9746,374,9746,374,"06","96097"
"0696101","ZCTA5 96101","B01001_001",5262,369,5262,369,"06","96101"
"0696103","ZCTA5 96103","B01001_001",1401,279,1401,279,"06","96103"
"0696104","ZCTA5 96104","B01001_001",842,191,842,191,"06","96104"
"0696105","ZCTA5 96105","B01001_001",372,286,372,286,"06","96105"
"0696106","ZCTA5 96106","B01001_001",274,129,274,129,"06","96106"
"0696107","ZCTA5 96107","B01001_001",1433,400,1433,400,"06","96107"
"0696108","ZCTA5 96108","B01001_001",80,65,80,65,"06","96108"
"0696109","ZCTA5 96109","B01001_001",812,266,812,266,"06","96109"
"0696110","ZCTA5 96110","B01001_001",126,48,126,48,"06","96110"
"0696111","ZCTA5 96111","B01001_001",83,58,83,58,"06","96111"
"0696112","ZCTA5 96112","B01001_001",224,75,224,75,"06","96112"
"0696113","ZCTA5 96113","B01001_001",1925,285,1925,285,"06","96113"
"0696114","ZCTA5 96114","B01001_001",3267,346,3267,346,"06","96114"
"0696115","ZCTA5 96115","B01001_001",115,52,115,52,"06","96115"
"0696116","ZCTA5 96116","B01001_001",172,134,172,134,"06","96116"
"0696117","ZCTA5 96117","B01001_001",355,163,355,163,"06","96117"
"0696118","ZCTA5 96118","B01001_001",1779,176,1779,176,"06","96118"
"0696119","ZCTA5 96119","B01001_001",59,74,59,74,"06","96119"
"0696120","ZCTA5 96120","B01001_001",926,150,926,150,"06","96120"
"0696121","ZCTA5 96121","B01001_001",358,230,358,230,"06","96121"
"0696122","ZCTA5 96122","B01001_001",3266,421,3266,421,"06","96122"
"0696123","ZCTA5 96123","B01001_001",25,23,25,23,"06","96123"
"0696124","ZCTA5 96124","B01001_001",458,149,458,149,"06","96124"
"0696125","ZCTA5 96125","B01001_001",126,59,126,59,"06","96125"
"0696126","ZCTA5 96126","B01001_001",85,45,85,45,"06","96126"
"0696128","ZCTA5 96128","B01001_001",685,169,685,169,"06","96128"
"0696129","ZCTA5 96129","B01001_001",408,355,408,355,"06","96129"
"0696130","ZCTA5 96130","B01001_001",20119,389,20119,389,"06","96130"
"0696132","ZCTA5 96132","B01001_001",50,25,50,25,"06","96132"
"0696133","ZCTA5 96133","B01001_001",126,91,126,91,"06","96133"
"0696134","ZCTA5 96134","B01001_001",2059,284,2059,284,"06","96134"
"0696135","ZCTA5 96135","B01001_001",301,290,301,290,"06","96135"
"0696136","ZCTA5 96136","B01001_001",44,52,44,52,"06","96136"
"0696137","ZCTA5 96137","B01001_001",3252,370,3252,370,"06","96137"
"0696140","ZCTA5 96140","B01001_001",953,210,953,210,"06","96140"
"0696141","ZCTA5 96141","B01001_001",403,140,403,140,"06","96141"
"0696142","ZCTA5 96142","B01001_001",885,266,885,266,"06","96142"
"0696143","ZCTA5 96143","B01001_001",3585,657,3585,657,"06","96143"
"0696145","ZCTA5 96145","B01001_001",2147,434,2147,434,"06","96145"
"0696146","ZCTA5 96146","B01001_001",1145,283,1145,283,"06","96146"
"0696148","ZCTA5 96148","B01001_001",580,180,580,180,"06","96148"
"0696150","ZCTA5 96150","B01001_001",29327,766,29327,766,"06","96150"
"0696155","ZCTA5 96155","B01001_001",0,12,0,12,"06","96155"
"0696161","ZCTA5 96161","B01001_001",18488,234,18488,234,"06","96161"
"0697635","ZCTA5 97635","B01001_001",170,89,170,89,"06","97635"
