"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe","state","zip"
"0693675","ZCTA5 93675","B01001_001",3905,545,3905,545,"06","93675"
"0693701","ZCTA5 93701","B01001_001",10166,983,10166,983,"06","93701"
"0693702","ZCTA5 93702","B01001_001",43601,1523,43601,1523,"06","93702"
"0693703","ZCTA5 93703","B01001_001",32754,1545,32754,1545,"06","93703"
"0693704","ZCTA5 93704","B01001_001",29740,1456,29740,1456,"06","93704"
"0693705","ZCTA5 93705","B01001_001",36808,1528,36808,1528,"06","93705"
"0693706","ZCTA5 93706","B01001_001",40586,1641,40586,1641,"06","93706"
"0693710","ZCTA5 93710","B01001_001",33448,1288,33448,1288,"06","93710"
"0693711","ZCTA5 93711","B01001_001",38007,1481,38007,1481,"06","93711"
"0693720","ZCTA5 93720","B01001_001",47081,1640,47081,1640,"06","93720"
"0693721","ZCTA5 93721","B01001_001",7650,578,7650,578,"06","93721"
"0693722","ZCTA5 93722","B01001_001",84621,2381,84621,2381,"06","93722"
"0693723","ZCTA5 93723","B01001_001",13936,1505,13936,1505,"06","93723"
"0693725","ZCTA5 93725","B01001_001",27214,1595,27214,1595,"06","93725"
"0693726","ZCTA5 93726","B01001_001",42824,1287,42824,1287,"06","93726"
"0693727","ZCTA5 93727","B01001_001",84449,2001,84449,2001,"06","93727"
"0693728","ZCTA5 93728","B01001_001",16574,1072,16574,1072,"06","93728"
"0693730","ZCTA5 93730","B01001_001",12770,834,12770,834,"06","93730"
"0693901","ZCTA5 93901","B01001_001",28194,999,28194,999,"06","93901"
"0693905","ZCTA5 93905","B01001_001",60531,1294,60531,1294,"06","93905"
"0693906","ZCTA5 93906","B01001_001",64348,1428,64348,1428,"06","93906"
"0693907","ZCTA5 93907","B01001_001",23299,1335,23299,1335,"06","93907"
"0693908","ZCTA5 93908","B01001_001",12398,677,12398,677,"06","93908"
"0693920","ZCTA5 93920","B01001_001",1545,410,1545,410,"06","93920"
"0693921","ZCTA5 93921","B01001_001",3316,228,3316,228,"06","93921"
"0693923","ZCTA5 93923","B01001_001",12837,698,12837,698,"06","93923"
"0693924","ZCTA5 93924","B01001_001",6514,756,6514,756,"06","93924"
"0693925","ZCTA5 93925","B01001_001",2073,559,2073,559,"06","93925"
"0693926","ZCTA5 93926","B01001_001",9171,358,9171,358,"06","93926"
"0693927","ZCTA5 93927","B01001_001",18812,652,18812,652,"06","93927"
"0693928","ZCTA5 93928","B01001_001",854,1340,854,1340,"06","93928"
"0693930","ZCTA5 93930","B01001_001",17067,527,17067,527,"06","93930"
"0693932","ZCTA5 93932","B01001_001",709,237,709,237,"06","93932"
"0693933","ZCTA5 93933","B01001_001",25442,384,25442,384,"06","93933"
"0693940","ZCTA5 93940","B01001_001",32236,357,32236,357,"06","93940"
"0693943","ZCTA5 93943","B01001_001",0,12,0,12,"06","93943"
"0693950","ZCTA5 93950","B01001_001",15547,43,15547,43,"06","93950"
"0693953","ZCTA5 93953","B01001_001",4028,426,4028,426,"06","93953"
"0693954","ZCTA5 93954","B01001_001",551,203,551,203,"06","93954"
"0693955","ZCTA5 93955","B01001_001",34566,272,34566,272,"06","93955"
"0693960","ZCTA5 93960","B01001_001",26966,398,26966,398,"06","93960"
"0693962","ZCTA5 93962","B01001_001",414,276,414,276,"06","93962"
"0694002","ZCTA5 94002","B01001_001",27155,47,27155,47,"06","94002"
"0694005","ZCTA5 94005","B01001_001",4697,19,4697,19,"06","94005"
"0694010","ZCTA5 94010","B01001_001",42760,284,42760,284,"06","94010"
"0694014","ZCTA5 94014","B01001_001",49170,1507,49170,1507,"06","94014"
"0694015","ZCTA5 94015","B01001_001",65041,1517,65041,1517,"06","94015"
"0694019","ZCTA5 94019","B01001_001",20512,764,20512,764,"06","94019"
"0694020","ZCTA5 94020","B01001_001",1697,346,1697,346,"06","94020"
"0694021","ZCTA5 94021","B01001_001",511,526,511,526,"06","94021"
"0694022","ZCTA5 94022","B01001_001",19406,521,19406,521,"06","94022"
"0694024","ZCTA5 94024","B01001_001",23675,624,23675,624,"06","94024"
"0694025","ZCTA5 94025","B01001_001",43392,796,43392,796,"06","94025"
"0694027","ZCTA5 94027","B01001_001",7415,150,7415,150,"06","94027"
"0694028","ZCTA5 94028","B01001_001",7125,382,7125,382,"06","94028"
"0694030","ZCTA5 94030","B01001_001",22625,31,22625,31,"06","94030"
"0694037","ZCTA5 94037","B01001_001",2504,659,2504,659,"06","94037"
"0694038","ZCTA5 94038","B01001_001",3450,567,3450,567,"06","94038"
"0694040","ZCTA5 94040","B01001_001",36526,827,36526,827,"06","94040"
"0694041","ZCTA5 94041","B01001_001",14572,722,14572,722,"06","94041"
"0694043","ZCTA5 94043","B01001_001",31161,883,31161,883,"06","94043"
"0694044","ZCTA5 94044","B01001_001",38984,43,38984,43,"06","94044"
"0694060","ZCTA5 94060","B01001_001",926,351,926,351,"06","94060"
"0694061","ZCTA5 94061","B01001_001",39023,1255,39023,1255,"06","94061"
"0694062","ZCTA5 94062","B01001_001",28423,965,28423,965,"06","94062"
"0694063","ZCTA5 94063","B01001_001",34867,1521,34867,1521,"06","94063"
"0694065","ZCTA5 94065","B01001_001",12461,444,12461,444,"06","94065"
"0694066","ZCTA5 94066","B01001_001",43101,71,43101,71,"06","94066"
"0694070","ZCTA5 94070","B01001_001",31074,203,31074,203,"06","94070"
"0694074","ZCTA5 94074","B01001_001",170,104,170,104,"06","94074"
"0694080","ZCTA5 94080","B01001_001",67600,278,67600,278,"06","94080"
"0694085","ZCTA5 94085","B01001_001",23223,937,23223,937,"06","94085"
"0694086","ZCTA5 94086","B01001_001",50477,1459,50477,1459,"06","94086"
"0694087","ZCTA5 94087","B01001_001",56668,1255,56668,1255,"06","94087"
"0694089","ZCTA5 94089","B01001_001",22882,903,22882,903,"06","94089"
"0694102","ZCTA5 94102","B01001_001",31392,1561,31392,1561,"06","94102"
"0694103","ZCTA5 94103","B01001_001",30703,1353,30703,1353,"06","94103"
"0694104","ZCTA5 94104","B01001_001",429,129,429,129,"06","94104"
"0694105","ZCTA5 94105","B01001_001",10916,1553,10916,1553,"06","94105"
"0694107","ZCTA5 94107","B01001_001",31461,1697,31461,1697,"06","94107"
"0694108","ZCTA5 94108","B01001_001",14143,732,14143,732,"06","94108"
"0694109","ZCTA5 94109","B01001_001",57302,1539,57302,1539,"06","94109"
"0694110","ZCTA5 94110","B01001_001",72380,2016,72380,2016,"06","94110"
"0694111","ZCTA5 94111","B01001_001",3611,482,3611,482,"06","94111"
"0694112","ZCTA5 94112","B01001_001",84707,2346,84707,2346,"06","94112"
"0694114","ZCTA5 94114","B01001_001",34918,961,34918,961,"06","94114"
"0694115","ZCTA5 94115","B01001_001",34604,1243,34604,1243,"06","94115"
"0694116","ZCTA5 94116","B01001_001",47346,1533,47346,1533,"06","94116"
"0694117","ZCTA5 94117","B01001_001",44650,1429,44650,1429,"06","94117"
"0694118","ZCTA5 94118","B01001_001",42095,1247,42095,1247,"06","94118"
"0694121","ZCTA5 94121","B01001_001",43616,1269,43616,1269,"06","94121"
"0694122","ZCTA5 94122","B01001_001",62128,1702,62128,1702,"06","94122"
"0694123","ZCTA5 94123","B01001_001",25890,814,25890,814,"06","94123"
"0694124","ZCTA5 94124","B01001_001",35747,1430,35747,1430,"06","94124"
"0694127","ZCTA5 94127","B01001_001",21151,1059,21151,1059,"06","94127"
"0694128","ZCTA5 94128","B01001_001",146,210,146,210,"06","94128"
"0694129","ZCTA5 94129","B01001_001",4136,281,4136,281,"06","94129"
"0694130","ZCTA5 94130","B01001_001",3008,480,3008,480,"06","94130"
"0694131","ZCTA5 94131","B01001_001",29523,1232,29523,1232,"06","94131"
"0694132","ZCTA5 94132","B01001_001",31436,1247,31436,1247,"06","94132"
"0694133","ZCTA5 94133","B01001_001",26796,1004,26796,1004,"06","94133"
"0694134","ZCTA5 94134","B01001_001",42418,1544,42418,1544,"06","94134"
"0694158","ZCTA5 94158","B01001_001",8455,1052,8455,1052,"06","94158"
"0694301","ZCTA5 94301","B01001_001",16582,604,16582,604,"06","94301"
"0694303","ZCTA5 94303","B01001_001",48244,708,48244,708,"06","94303"
"0694304","ZCTA5 94304","B01001_001",3852,286,3852,286,"06","94304"
"0694305","ZCTA5 94305","B01001_001",16397,825,16397,825,"06","94305"
"0694306","ZCTA5 94306","B01001_001",27435,825,27435,825,"06","94306"
"0694401","ZCTA5 94401","B01001_001",36001,1027,36001,1027,"06","94401"
"0694402","ZCTA5 94402","B01001_001",25703,885,25703,885,"06","94402"
"0694403","ZCTA5 94403","B01001_001",44408,1000,44408,1000,"06","94403"
"0694404","ZCTA5 94404","B01001_001",36985,297,36985,297,"06","94404"
"0694501","ZCTA5 94501","B01001_001",63821,622,63821,622,"06","94501"
"0694502","ZCTA5 94502","B01001_001",14701,625,14701,625,"06","94502"
"0694503","ZCTA5 94503","B01001_001",20276,47,20276,47,"06","94503"
"0694505","ZCTA5 94505","B01001_001",16382,837,16382,837,"06","94505"
"0694506","ZCTA5 94506","B01001_001",25240,1166,25240,1166,"06","94506"
"0694507","ZCTA5 94507","B01001_001",15105,848,15105,848,"06","94507"
"0694508","ZCTA5 94508","B01001_001",3935,374,3935,374,"06","94508"
"0694509","ZCTA5 94509","B01001_001",68166,1124,68166,1124,"06","94509"
"0694510","ZCTA5 94510","B01001_001",28350,189,28350,189,"06","94510"
"0694511","ZCTA5 94511","B01001_001",2161,491,2161,491,"06","94511"
"0694512","ZCTA5 94512","B01001_001",16,26,16,26,"06","94512"
"0694513","ZCTA5 94513","B01001_001",64313,513,64313,513,"06","94513"
"0694514","ZCTA5 94514","B01001_001",1475,213,1475,213,"06","94514"
"0694515","ZCTA5 94515","B01001_001",7491,397,7491,397,"06","94515"
"0694516","ZCTA5 94516","B01001_001",103,49,103,49,"06","94516"
"0694517","ZCTA5 94517","B01001_001",13687,512,13687,512,"06","94517"
"0694518","ZCTA5 94518","B01001_001",28734,845,28734,845,"06","94518"
"0694519","ZCTA5 94519","B01001_001",20041,825,20041,825,"06","94519"
"0694520","ZCTA5 94520","B01001_001",38753,1306,38753,1306,"06","94520"
"0694521","ZCTA5 94521","B01001_001",43281,995,43281,995,"06","94521"
"0694523","ZCTA5 94523","B01001_001",35005,199,35005,199,"06","94523"
"0694525","ZCTA5 94525","B01001_001",3290,331,3290,331,"06","94525"
"0694526","ZCTA5 94526","B01001_001",33135,897,33135,897,"06","94526"
"0694528","ZCTA5 94528","B01001_001",384,255,384,255,"06","94528"
"0694530","ZCTA5 94530","B01001_001",26145,361,26145,361,"06","94530"
"0694531","ZCTA5 94531","B01001_001",43022,1130,43022,1130,"06","94531"
"0694533","ZCTA5 94533","B01001_001",75909,1122,75909,1122,"06","94533"
"0694534","ZCTA5 94534","B01001_001",39239,1157,39239,1157,"06","94534"
"0694535","ZCTA5 94535","B01001_001",3842,441,3842,441,"06","94535"
"0694536","ZCTA5 94536","B01001_001",74837,1347,74837,1347,"06","94536"
"0694538","ZCTA5 94538","B01001_001",67474,1301,67474,1301,"06","94538"
"0694539","ZCTA5 94539","B01001_001",54982,894,54982,894,"06","94539"
"0694541","ZCTA5 94541","B01001_001",65928,1544,65928,1544,"06","94541"
"0694542","ZCTA5 94542","B01001_001",14699,858,14699,858,"06","94542"
"0694544","ZCTA5 94544","B01001_001",79747,1467,79747,1467,"06","94544"
"0694545","ZCTA5 94545","B01001_001",32724,1151,32724,1151,"06","94545"
"0694546","ZCTA5 94546","B01001_001",44378,1173,44378,1173,"06","94546"
"0694547","ZCTA5 94547","B01001_001",25616,46,25616,46,"06","94547"
"0694548","ZCTA5 94548","B01001_001",377,227,377,227,"06","94548"
"0694549","ZCTA5 94549","B01001_001",29795,496,29795,496,"06","94549"
"0694550","ZCTA5 94550","B01001_001",50374,1043,50374,1043,"06","94550"
"0694551","ZCTA5 94551","B01001_001",47227,1009,47227,1009,"06","94551"
"0694552","ZCTA5 94552","B01001_001",14938,782,14938,782,"06","94552"
"0694553","ZCTA5 94553","B01001_001",49784,963,49784,963,"06","94553"
"0694555","ZCTA5 94555","B01001_001",38478,952,38478,952,"06","94555"
"0694556","ZCTA5 94556","B01001_001",16428,249,16428,249,"06","94556"
"0694558","ZCTA5 94558","B01001_001",68315,1195,68315,1195,"06","94558"
"0694559","ZCTA5 94559","B01001_001",27593,1077,27593,1077,"06","94559"
"0694560","ZCTA5 94560","B01001_001",47171,40,47171,40,"06","94560"
"0694561","ZCTA5 94561","B01001_001",42473,306,42473,306,"06","94561"
"0694563","ZCTA5 94563","B01001_001",19644,107,19644,107,"06","94563"
"0694564","ZCTA5 94564","B01001_001",19260,92,19260,92,"06","94564"
"0694565","ZCTA5 94565","B01001_001",97671,1146,97671,1146,"06","94565"
"0694566","ZCTA5 94566","B01001_001",45893,809,45893,809,"06","94566"
"0694567","ZCTA5 94567","B01001_001",658,166,658,166,"06","94567"
"0694568","ZCTA5 94568","B01001_001",55608,524,55608,524,"06","94568"
"0694569","ZCTA5 94569","B01001_001",180,121,180,121,"06","94569"
"0694571","ZCTA5 94571","B01001_001",10605,753,10605,753,"06","94571"
"0694572","ZCTA5 94572","B01001_001",10384,478,10384,478,"06","94572"
"0694573","ZCTA5 94573","B01001_001",36,39,36,39,"06","94573"
"0694574","ZCTA5 94574","B01001_001",8757,347,8757,347,"06","94574"
"0694575","ZCTA5 94575","B01001_001",1178,245,1178,245,"06","94575"
"0694576","ZCTA5 94576","B01001_001",105,45,105,45,"06","94576"
"0694577","ZCTA5 94577","B01001_001",47682,1048,47682,1048,"06","94577"
"0694578","ZCTA5 94578","B01001_001",41865,1503,41865,1503,"06","94578"
"0694579","ZCTA5 94579","B01001_001",21883,769,21883,769,"06","94579"
"0694580","ZCTA5 94580","B01001_001",30488,1190,30488,1190,"06","94580"
"0694582","ZCTA5 94582","B01001_001",42576,905,42576,905,"06","94582"
"0694583","ZCTA5 94583","B01001_001",35231,857,35231,857,"06","94583"
"0694585","ZCTA5 94585","B01001_001",29525,147,29525,147,"06","94585"
"0694586","ZCTA5 94586","B01001_001",831,154,831,154,"06","94586"
"0694587","ZCTA5 94587","B01001_001",74722,78,74722,78,"06","94587"
"0694588","ZCTA5 94588","B01001_001",37253,953,37253,953,"06","94588"
"0694589","ZCTA5 94589","B01001_001",31536,1065,31536,1065,"06","94589"
"0694590","ZCTA5 94590","B01001_001",37280,1396,37280,1396,"06","94590"
"0694591","ZCTA5 94591","B01001_001",55157,1305,55157,1305,"06","94591"
"0694592","ZCTA5 94592","B01001_001",952,237,952,237,"06","94592"
"0694595","ZCTA5 94595","B01001_001",18117,680,18117,680,"06","94595"
"0694596","ZCTA5 94596","B01001_001",21700,707,21700,707,"06","94596"
"0694597","ZCTA5 94597","B01001_001",23108,973,23108,973,"06","94597"
"0694598","ZCTA5 94598","B01001_001",27831,895,27831,895,"06","94598"
"0694599","ZCTA5 94599","B01001_001",3108,105,3108,105,"06","94599"
"0694601","ZCTA5 94601","B01001_001",53039,1614,53039,1614,"06","94601"
"0694602","ZCTA5 94602","B01001_001",30162,952,30162,952,"06","94602"
"0694603","ZCTA5 94603","B01001_001",35862,1462,35862,1462,"06","94603"
"0694605","ZCTA5 94605","B01001_001",43399,1702,43399,1702,"06","94605"
"0694606","ZCTA5 94606","B01001_001",38220,1224,38220,1224,"06","94606"
"0694607","ZCTA5 94607","B01001_001",26823,885,26823,885,"06","94607"
"0694608","ZCTA5 94608","B01001_001",31013,1030,31013,1030,"06","94608"
"0694609","ZCTA5 94609","B01001_001",23726,987,23726,987,"06","94609"
"0694610","ZCTA5 94610","B01001_001",31936,1103,31936,1103,"06","94610"
"0694611","ZCTA5 94611","B01001_001",38975,985,38975,985,"06","94611"
"0694612","ZCTA5 94612","B01001_001",15785,817,15785,817,"06","94612"
"0694613","ZCTA5 94613","B01001_001",855,155,855,155,"06","94613"
"0694618","ZCTA5 94618","B01001_001",17252,660,17252,660,"06","94618"
"0694619","ZCTA5 94619","B01001_001",24112,1210,24112,1210,"06","94619"
"0694621","ZCTA5 94621","B01001_001",35035,1761,35035,1761,"06","94621"
"0694702","ZCTA5 94702","B01001_001",16860,666,16860,666,"06","94702"
"0694703","ZCTA5 94703","B01001_001",21697,835,21697,835,"06","94703"
"0694704","ZCTA5 94704","B01001_001",29597,1273,29597,1273,"06","94704"
"0694705","ZCTA5 94705","B01001_001",13527,524,13527,524,"06","94705"
"0694706","ZCTA5 94706","B01001_001",21218,261,21218,261,"06","94706"
"0694707","ZCTA5 94707","B01001_001",11767,354,11767,354,"06","94707"
"0694708","ZCTA5 94708","B01001_001",11394,512,11394,512,"06","94708"
"0694709","ZCTA5 94709","B01001_001",11951,686,11951,686,"06","94709"
"0694710","ZCTA5 94710","B01001_001",7893,531,7893,531,"06","94710"
"0694720","ZCTA5 94720","B01001_001",2845,231,2845,231,"06","94720"
"0694801","ZCTA5 94801","B01001_001",31210,1239,31210,1239,"06","94801"
"0694803","ZCTA5 94803","B01001_001",25893,1077,25893,1077,"06","94803"
"0694804","ZCTA5 94804","B01001_001",40931,1210,40931,1210,"06","94804"
"0694805","ZCTA5 94805","B01001_001",14188,879,14188,879,"06","94805"
"0694806","ZCTA5 94806","B01001_001",64286,1353,64286,1353,"06","94806"
"0694850","ZCTA5 94850","B01001_001",0,12,0,12,"06","94850"
"0694901","ZCTA5 94901","B01001_001",41713,675,41713,675,"06","94901"
"0694903","ZCTA5 94903","B01001_001",30427,863,30427,863,"06","94903"
"0694904","ZCTA5 94904","B01001_001",12994,545,12994,545,"06","94904"
"0694920","ZCTA5 94920","B01001_001",12740,389,12740,389,"06","94920"
"0694922","ZCTA5 94922","B01001_001",1075,561,1075,561,"06","94922"
"0694923","ZCTA5 94923","B01001_001",808,252,808,252,"06","94923"
"0694924","ZCTA5 94924","B01001_001",1127,254,1127,254,"06","94924"
"0694925","ZCTA5 94925","B01001_001",9838,37,9838,37,"06","94925"
"0694928","ZCTA5 94928","B01001_001",44323,292,44323,292,"06","94928"
"0694929","ZCTA5 94929","B01001_001",254,119,254,119,"06","94929"
"0694930","ZCTA5 94930","B01001_001",8728,278,8728,278,"06","94930"
"0694931","ZCTA5 94931","B01001_001",8926,594,8926,594,"06","94931"
"0694933","ZCTA5 94933","B01001_001",837,357,837,357,"06","94933"
"0694937","ZCTA5 94937","B01001_001",742,159,742,159,"06","94937"
"0694938","ZCTA5 94938","B01001_001",920,238,920,238,"06","94938"
"0694939","ZCTA5 94939","B01001_001",6747,316,6747,316,"06","94939"
"0694940","ZCTA5 94940","B01001_001",287,161,287,161,"06","94940"
"0694941","ZCTA5 94941","B01001_001",32009,650,32009,650,"06","94941"
"0694945","ZCTA5 94945","B01001_001",19043,734,19043,734,"06","94945"
"0694946","ZCTA5 94946","B01001_001",658,127,658,127,"06","94946"
"0694947","ZCTA5 94947","B01001_001",25867,1026,25867,1026,"06","94947"
"0694949","ZCTA5 94949","B01001_001",18695,1029,18695,1029,"06","94949"
"0694950","ZCTA5 94950","B01001_001",123,72,123,72,"06","94950"
"0694951","ZCTA5 94951","B01001_001",4574,827,4574,827,"06","94951"
"0694952","ZCTA5 94952","B01001_001",35503,952,35503,952,"06","94952"
"0694954","ZCTA5 94954","B01001_001",38763,705,38763,705,"06","94954"
"0694956","ZCTA5 94956","B01001_001",1146,286,1146,286,"06","94956"
"0694957","ZCTA5 94957","B01001_001",1219,211,1219,211,"06","94957"
"0694960","ZCTA5 94960","B01001_001",15868,420,15868,420,"06","94960"
"0694963","ZCTA5 94963","B01001_001",404,279,404,279,"06","94963"
"0694964","ZCTA5 94964","B01001_001",3155,466,3155,466,"06","94964"
"0694965","ZCTA5 94965","B01001_001",11394,381,11394,381,"06","94965"
"0694970","ZCTA5 94970","B01001_001",698,194,698,194,"06","94970"
"0694971","ZCTA5 94971","B01001_001",226,126,226,126,"06","94971"
"0694972","ZCTA5 94972","B01001_001",25,41,25,41,"06","94972"
"0694973","ZCTA5 94973","B01001_001",1228,252,1228,252,"06","94973"
"0695002","ZCTA5 95002","B01001_001",2348,331,2348,331,"06","95002"
"0695003","ZCTA5 95003","B01001_001",25185,977,25185,977,"06","95003"
"0695004","ZCTA5 95004","B01001_001",4218,707,4218,707,"06","95004"
"0695005","ZCTA5 95005","B01001_001",7661,595,7661,595,"06","95005"
"0695006","ZCTA5 95006","B01001_001",9632,793,9632,793,"06","95006"
"0695007","ZCTA5 95007","B01001_001",374,277,374,277,"06","95007"
"0695008","ZCTA5 95008","B01001_001",46352,696,46352,696,"06","95008"
"0695010","ZCTA5 95010","B01001_001",8856,542,8856,542,"06","95010"
"0695012","ZCTA5 95012","B01001_001",10780,934,10780,934,"06","95012"
"0695013","ZCTA5 95013","B01001_001",85,93,85,93,"06","95013"
"0695014","ZCTA5 95014","B01001_001",61866,476,61866,476,"06","95014"
"0695017","ZCTA5 95017","B01001_001",681,177,681,177,"06","95017"
"0695018","ZCTA5 95018","B01001_001",6841,639,6841,639,"06","95018"
"0695019","ZCTA5 95019","B01001_001",7368,1644,7368,1644,"06","95019"
"0695020","ZCTA5 95020","B01001_001",64833,748,64833,748,"06","95020"
"0695023","ZCTA5 95023","B01001_001",53423,480,53423,480,"06","95023"
"0695030","ZCTA5 95030","B01001_001",13481,609,13481,609,"06","95030"
"0695032","ZCTA5 95032","B01001_001",26047,797,26047,797,"06","95032"
"0695033","ZCTA5 95033","B01001_001",9511,585,9511,585,"06","95033"
"0695035","ZCTA5 95035","B01001_001",79655,82,79655,82,"06","95035"
"0695037","ZCTA5 95037","B01001_001",51994,999,51994,999,"06","95037"
"0695039","ZCTA5 95039","B01001_001",1074,338,1074,338,"06","95039"
"0695041","ZCTA5 95041","B01001_001",436,469,436,469,"06","95041"
"0695043","ZCTA5 95043","B01001_001",731,130,731,130,"06","95043"
"0695045","ZCTA5 95045","B01001_001",4217,521,4217,521,"06","95045"
"0695046","ZCTA5 95046","B01001_001",5918,617,5918,617,"06","95046"
"0695050","ZCTA5 95050","B01001_001",38699,956,38699,956,"06","95050"
"0695051","ZCTA5 95051","B01001_001",59851,1056,59851,1056,"06","95051"
"0695053","ZCTA5 95053","B01001_001",3862,568,3862,568,"06","95053"
"0695054","ZCTA5 95054","B01001_001",24524,925,24524,925,"06","95054"
"0695060","ZCTA5 95060","B01001_001",47801,1297,47801,1297,"06","95060"
"0695062","ZCTA5 95062","B01001_001",36737,1641,36737,1641,"06","95062"
"0695064","ZCTA5 95064","B01001_001",10486,525,10486,525,"06","95064"
"0695065","ZCTA5 95065","B01001_001",8491,643,8491,643,"06","95065"
"0695066","ZCTA5 95066","B01001_001",15341,483,15341,483,"06","95066"
"0695070","ZCTA5 95070","B01001_001",31196,269,31196,269,"06","95070"
"0695073","ZCTA5 95073","B01001_001",11013,764,11013,764,"06","95073"
"0695075","ZCTA5 95075","B01001_001",459,141,459,141,"06","95075"
"0695076","ZCTA5 95076","B01001_001",86905,2511,86905,2511,"06","95076"
"0695110","ZCTA5 95110","B01001_001",19928,1055,19928,1055,"06","95110"
"0695111","ZCTA5 95111","B01001_001",61830,1855,61830,1855,"06","95111"
"0695112","ZCTA5 95112","B01001_001",62228,1896,62228,1896,"06","95112"
"0695113","ZCTA5 95113","B01001_001",2107,231,2107,231,"06","95113"
"0695116","ZCTA5 95116","B01001_001",55825,1171,55825,1171,"06","95116"
"0695117","ZCTA5 95117","B01001_001",30369,1695,30369,1695,"06","95117"
"0695118","ZCTA5 95118","B01001_001",32421,851,32421,851,"06","95118"
"0695119","ZCTA5 95119","B01001_001",10027,608,10027,608,"06","95119"
"0695120","ZCTA5 95120","B01001_001",38122,991,38122,991,"06","95120"
"0695121","ZCTA5 95121","B01001_001",37531,908,37531,908,"06","95121"
"0695122","ZCTA5 95122","B01001_001",56121,1499,56121,1499,"06","95122"
"0695123","ZCTA5 95123","B01001_001",68766,1507,68766,1507,"06","95123"
"0695124","ZCTA5 95124","B01001_001",51455,1330,51455,1330,"06","95124"
"0695125","ZCTA5 95125","B01001_001",53155,1657,53155,1657,"06","95125"
"0695126","ZCTA5 95126","B01001_001",36206,1293,36206,1293,"06","95126"
"0695127","ZCTA5 95127","B01001_001",66256,1848,66256,1848,"06","95127"
"0695128","ZCTA5 95128","B01001_001",36975,1323,36975,1323,"06","95128"
"0695129","ZCTA5 95129","B01001_001",39741,1004,39741,1004,"06","95129"
"0695130","ZCTA5 95130","B01001_001",14660,691,14660,691,"06","95130"
"0695131","ZCTA5 95131","B01001_001",31236,1564,31236,1564,"06","95131"
"0695132","ZCTA5 95132","B01001_001",41790,1163,41790,1163,"06","95132"
"0695133","ZCTA5 95133","B01001_001",28565,1049,28565,1049,"06","95133"
"0695134","ZCTA5 95134","B01001_001",29349,1141,29349,1141,"06","95134"
"0695135","ZCTA5 95135","B01001_001",22015,856,22015,856,"06","95135"
"0695136","ZCTA5 95136","B01001_001",47476,1981,47476,1981,"06","95136"
"0695138","ZCTA5 95138","B01001_001",20674,911,20674,911,"06","95138"
"0695139","ZCTA5 95139","B01001_001",7363,453,7363,453,"06","95139"
"0695140","ZCTA5 95140","B01001_001",102,59,102,59,"06","95140"
"0695148","ZCTA5 95148","B01001_001",48273,1300,48273,1300,"06","95148"
"0695202","ZCTA5 95202","B01001_001",6066,756,6066,756,"06","95202"
"0695203","ZCTA5 95203","B01001_001",15487,1000,15487,1000,"06","95203"
"0695204","ZCTA5 95204","B01001_001",28667,1215,28667,1215,"06","95204"
"0695205","ZCTA5 95205","B01001_001",38350,1868,38350,1868,"06","95205"
"0695206","ZCTA5 95206","B01001_001",64250,1847,64250,1847,"06","95206"
"0695207","ZCTA5 95207","B01001_001",52269,1508,52269,1508,"06","95207"
"0695209","ZCTA5 95209","B01001_001",44980,1484,44980,1484,"06","95209"
"0695210","ZCTA5 95210","B01001_001",41509,1223,41509,1223,"06","95210"
"0695211","ZCTA5 95211","B01001_001",1624,260,1624,260,"06","95211"
"0695212","ZCTA5 95212","B01001_001",29426,2170,29426,2170,"06","95212"
"0695215","ZCTA5 95215","B01001_001",24326,1350,24326,1350,"06","95215"
"0695219","ZCTA5 95219","B01001_001",29270,1214,29270,1214,"06","95219"
"0695220","ZCTA5 95220","B01001_001",7576,1112,7576,1112,"06","95220"
"0695222","ZCTA5 95222","B01001_001",5029,301,5029,301,"06","95222"
"0695223","ZCTA5 95223","B01001_001",2666,411,2666,411,"06","95223"
"0695224","ZCTA5 95224","B01001_001",167,110,167,110,"06","95224"
"0695225","ZCTA5 95225","B01001_001",378,245,378,245,"06","95225"
"0695226","ZCTA5 95226","B01001_001",0,12,0,12,"06","95226"
"0695227","ZCTA5 95227","B01001_001",654,277,654,277,"06","95227"
"0695228","ZCTA5 95228","B01001_001",4541,416,4541,416,"06","95228"
"0695230","ZCTA5 95230","B01001_001",840,310,840,310,"06","95230"
"0695231","ZCTA5 95231","B01001_001",5165,827,5165,827,"06","95231"
"0695232","ZCTA5 95232","B01001_001",161,107,161,107,"06","95232"
"0695233","ZCTA5 95233","B01001_001",548,280,548,280,"06","95233"
"0695234","ZCTA5 95234","B01001_001",0,12,0,12,"06","95234"
"0695236","ZCTA5 95236","B01001_001",4199,565,4199,565,"06","95236"
"0695237","ZCTA5 95237","B01001_001",3639,445,3639,445,"06","95237"
"0695240","ZCTA5 95240","B01001_001",48799,1282,48799,1282,"06","95240"
"0695242","ZCTA5 95242","B01001_001",26409,935,26409,935,"06","95242"
"0695245","ZCTA5 95245","B01001_001",1717,543,1717,543,"06","95245"
"0695246","ZCTA5 95246","B01001_001",1159,403,1159,403,"06","95246"
"0695247","ZCTA5 95247","B01001_001",4024,587,4024,587,"06","95247"
"0695248","ZCTA5 95248","B01001_001",106,93,106,93,"06","95248"
"0695249","ZCTA5 95249","B01001_001",5444,909,5444,909,"06","95249"
